dataset,accuracy,peak accuracy,train time
50words,0.5714285714285714,0.5714285714285714,416.3054037094116
Cricket_X,0.5692307692307692,0.5692307692307692,421.7479109764099
FaceAll,0.727810650887574,0.727810650887574,473.470561504364
FordA,0.8719800055540128,0.8719800055540128,2514.025003671646
NonInvasiveFatalECG_Thorax1,0.7333333333333333,0.7333333333333333,3423.2939035892487
PhalangesOutlinesCorrect,0.782051282051282,0.782051282051282,463.8679955005646
UWaveGestureLibraryAll,0.7191513121161363,0.7191513121161363,3648.79119348526
wafer,0.994646333549643,0.994646333549643,1175.206101179123
Two_Patterns,0.99975,0.99975,814.9119303226471
SwedishLeaf,0.8672,0.8672,285.337938785553
StarLightCurves,0.9553181155900923,0.9553181155900923,7289.236812591553
