dataset,accuracy,peak accuracy,train time
50words,0.5648351648351648,0.5648351648351648,367.14855098724365
Cricket_X,0.5794871794871795,0.5794871794871795,411.17054533958435
FaceAll,0.7544378698224852,0.7544378698224852,390.99008345603943
FordA,0.914190502638156,0.914190502638156,2380.6044726371765
NonInvasiveFatalECG_Thorax1,0.09872773536895674,0.09872773536895674,3327.9798872470856
PhalangesOutlinesCorrect,0.5209790209790209,0.5209790209790209,497.0168614387512
StarLightCurves,0.8102234094220495,0.8102234094220495,6776.236844778061
SwedishLeaf,0.7504,0.7504,224.03506422042847
Two_Patterns,1.0,1.0,733.6981942653656
UWaveGestureLibraryAll,0.6714126186487995,0.6714126186487995,3390.941678762436
wafer,0.9915639195327709,0.9915639195327709,1078.1275746822357
