dataset,accuracy,peak accuracy,train time
Crop,0.7269642857142857,0.7269642857142857,7965.757785320282
EOGHorizontalSignal,0.46685082872928174,0.46685082872928174,3014.1272826194763
ElectricDevices,0.7197510050577097,0.7197510050577097,9943.619474172592
FordB,0.8197530864197531,0.8197530864197531,10013.45995092392
Fungi,0.6666666666666666,0.6666666666666666,357.2695724964142
InsectEPGRegularTrain,1.0,1.0,681.4020395278931
InsectWingbeatSound,0.5040404040404041,0.5040404040404041,1780.1330156326294
MelbournePedestrian,0.9610496104961049,0.9610496104961049,1196.1808664798737
NonInvasiveFetalECGThorax1,0.5587786259541985,0.5587786259541985,9375.669247150421
PigAirwayPressure,0.07692307692307693,0.07692307692307693,2022.8298313617706
Strawberry,0.9702702702702702,0.9702702702702702,1250.285721063614
TwoPatterns,0.99825,0.99825,2696.7817826271057
UWaveGestureLibraryAll,0.8967057509771078,0.8967057509771078,10145.703742265701
Worms,0.5584415584415584,0.5584415584415584,1082.019368171692
