dataset,accuracy,peak accuracy,train time
Crop,0.7282738095238095,0.7282738095238095,5847.696170091629
EOGHorizontalSignal,0.47513812154696133,0.47513812154696133,1491.7011034488678
ElectricDevices,0.7085981066009597,0.7085981066009597,6433.360008478165
FordB,0.7925925925925926,0.7925925925925926,5555.830253839493
Fungi,0.7043010752688172,0.7043010752688172,219.6829264163971
InsectEPGRegularTrain,0.9959839357429718,0.9959839357429718,398.95839738845825
InsectWingbeatSound,0.49797979797979797,0.49797979797979797,1103.5569989681244
MelbournePedestrian,0.9520295202952029,0.9520295202952029,888.1629524230957
NonInvasiveFetalECGThorax1,0.6676844783715012,0.6676844783715012,5045.7307505607605
PigAirwayPressure,0.057692307692307696,0.057692307692307696,976.364296913147
Strawberry,0.9108108108108108,0.9108108108108108,761.2593734264374
TwoPatterns,0.99875,0.99875,1830.499279499054
UWaveGestureLibraryAll,0.9120603015075377,0.9120603015075377,5279.731180906296
Worms,0.4675324675324675,0.4675324675324675,595.7216708660126
