dataset,accuracy,peak accuracy,train time
Crop,0.7309523809523809,0.7309523809523809,8431.313845396042
EOGHorizontalSignal,0.5027624309392266,0.5027624309392266,2834.534278869629
ElectricDevices,0.7334976008299832,0.7334976008299832,10119.747441291809
FordB,0.8074074074074075,0.8074074074074075,9937.641969442368
Fungi,0.6774193548387096,0.6774193548387096,396.68998765945435
InsectEPGRegularTrain,1.0,1.0,729.8289384841919
InsectWingbeatSound,0.5136363636363637,0.5136363636363637,2153.3430745601654
MelbournePedestrian,0.956949569495695,0.956949569495695,1688.4488544464111
NonInvasiveFetalECGThorax1,0.7603053435114504,0.7603053435114504,10276.362714290619
PigAirwayPressure,0.0625,0.0625,2046.4460635185242
Strawberry,0.9054054054054054,0.9054054054054054,1277.4982631206512
TwoPatterns,0.9985,0.9985,3420.1578567028046
UWaveGestureLibraryAll,0.7448352875488554,0.7448352875488554,13347.980105400085
Worms,0.5584415584415584,0.5584415584415584,1021.2860534191132
