dataset,accuracy,train time
50words,0.36043956043956044,29.48468852043152
Cricket_X,0.6256410256410256,28.334686040878296
Cricket_Y,0.5820512820512821,27.824565172195435
Cricket_Z,0.6820512820512821,27.73982548713684
ECG200,0.9,7.082839727401733
ElectricDevices,0.7976916093891843,496.5282425880432
FaceFour,0.8977272727272727,6.288190603256226
FacesUCR,0.8995121951219512,54.21514129638672
InsectWingbeatSound,0.35505050505050506,53.961066246032715
NonInvasiveFatalECG_Thorax1,0.605089058524173,158.0862112045288
UWaveGestureLibraryAll,0.7548855388051368,193.3763620853424
WordsSynonyms,0.3777429467084639,27.982969045639038
