dataset,accuracy,train time
50words,0.25274725274725274,54.95770525932312
Cricket_X,0.16666666666666666,54.645429849624634
Cricket_Y,0.22564102564102564,54.28680682182312
Cricket_Z,0.24615384615384617,54.551602363586426
ECG200,0.88,8.256180763244629
ElectricDevices,0.7166385682790818,548.0923607349396
FaceFour,0.5681818181818182,10.014163732528687
FacesUCR,0.7804878048780488,72.97003602981567
InsectWingbeatSound,0.4348484848484849,99.45036482810974
NonInvasiveFatalECG_Thorax1,0.3628498727735369,491.02242374420166
UWaveGestureLibraryAll,0.7032384142936907,572.2972693443298
WordsSynonyms,0.23981191222570533,50.50395441055298
