dataset,accuracy,train time
50words,0.17142857142857143,132.28839302062988
Cricket_X,0.4153846153846154,132.95506763458252
Cricket_Y,0.2948717948717949,132.52395272254944
Cricket_Z,0.2641025641025641,132.73686909675598
ECG200,0.81,15.303020477294922
ElectricDevices,0.7484113603942419,1033.1206583976746
FaceFour,0.6022727272727273,21.9278302192688
FacesUCR,0.8468292682926829,138.99913835525513
InsectWingbeatSound,0.4595959595959596,219.51520895957947
NonInvasiveFatalECG_Thorax1,0.44122137404580153,1360.3976228237152
UWaveGestureLibraryAll,0.8313791178112786,1539.1564044952393
WordsSynonyms,0.2507836990595611,116.91629076004028
