dataset,accuracy,train time
50words,0.33186813186813185,53.6601824760437
Cricket_X,0.18717948717948718,53.544403076171875
Cricket_Y,0.2230769230769231,53.75535535812378
Cricket_Z,0.18974358974358974,53.677929639816284
ECG200,0.84,7.969489812850952
ElectricDevices,0.6951108805602386,533.5649435520172
FaceFour,0.5568181818181818,10.012253284454346
FacesUCR,0.7419512195121951,71.22370982170105
InsectWingbeatSound,0.32171717171717173,98.21453380584717
NonInvasiveFatalECG_Thorax1,0.3755725190839695,487.57450222969055
UWaveGestureLibraryAll,0.541038525963149,564.3763127326965
WordsSynonyms,0.2335423197492163,50.66338348388672
