dataset,accuracy,train time
50words,0.34065934065934067,54.260936975479126
Cricket_X,0.22564102564102564,55.29968452453613
Cricket_Y,0.2512820512820513,54.815797567367554
Cricket_Z,0.19230769230769232,55.08377933502197
ECG200,0.86,8.386876821517944
ElectricDevices,0.7181947866683958,561.9707140922546
FaceFour,0.6022727272727273,10.139405727386475
FacesUCR,0.8082926829268293,74.59362125396729
InsectWingbeatSound,0.35454545454545455,101.51544070243835
NonInvasiveFatalECG_Thorax1,0.29363867684478373,493.34822130203247
UWaveGestureLibraryAll,0.45951982132886654,572.0507688522339
WordsSynonyms,0.2225705329153605,51.272974252700806
