dataset,accuracy,peak accuracy,train time
50words,0.6087912087912087,0.6087912087912087,494.6632282733917
Cricket_X,0.4256410256410256,0.4256410256410256,474.9513535499573
FaceAll,0.7467455621301775,0.7467455621301775,934.4526278972626
FordA,0.9128019994445987,0.9128019994445987,5651.957748889923
NonInvasiveFatalECG_Thorax1,0.788295165394402,0.788295165394402,4611.518591403961
PhalangesOutlinesCorrect,0.8205128205128205,0.8205128205128205,480.0387945175171
StarLightCurves,0.9482758620689655,0.9482758620689655,24795.448042869568
SwedishLeaf,0.9008,0.9008,368.4183762073517
Two_Patterns,1.0,1.0,2117.5005180835724
UWaveGestureLibraryAll,0.7364600781686209,0.7364600781686209,9965.834412813187
wafer,0.995619727449708,0.995619727449708,3543.4716148376465
