,train loss,val loss,train acc,val acc,lr
0,2.397731900215149,2.3971650302410126,0.09090909090909091,0.09545454545454546,0.001
1,2.396613121032715,2.396402806043625,0.09090909090909091,0.09090909090909091,0.001
2,2.3960988521575928,2.395266115665436,0.09090909090909091,0.09141414141414142,0.001
3,2.3941378593444824,2.3914626240730286,0.09545454545454546,0.09292929292929293,0.001
4,2.3884695768356323,2.3839759081602097,0.09090909090909091,0.0904040404040404,0.001
5,2.3792431354522705,2.379342883825302,0.09090909090909091,0.09242424242424242,0.001
6,2.37451171875,2.3701986223459244,0.09545454545454546,0.09444444444444444,0.001
7,2.362958073616028,2.361876130104065,0.09545454545454546,0.09444444444444444,0.001
8,2.351491928100586,2.358338385820389,0.1,0.09646464646464646,0.001
9,2.3463157415390015,2.3634118139743805,0.1,0.09848484848484848,0.001
10,2.3584142923355103,2.3531944006681442,0.10909090909090909,0.11717171717171718,0.001
11,2.3531848192214966,2.3785186409950256,0.13636363636363635,0.15606060606060607,0.001
12,2.3678139448165894,2.3758530616760254,0.16363636363636364,0.15808080808080807,0.001
13,2.3625454902648926,2.352358818054199,0.18181818181818182,0.15151515151515152,0.001
14,2.3485236167907715,2.3620207607746124,0.15454545454545454,0.13434343434343435,0.001
15,2.3592432737350464,2.356164574623108,0.1409090909090909,0.15505050505050505,0.001
16,2.3525255918502808,2.3476716428995132,0.16818181818181818,0.16717171717171717,0.001
17,2.3386257886886597,2.3859580904245377,0.17272727272727273,0.11717171717171718,0.001
18,2.3716121912002563,2.384181261062622,0.1318181818181818,0.1191919191919192,0.001
19,2.3691580295562744,2.369935467839241,0.1409090909090909,0.14191919191919192,0.001
20,2.3561266660690308,2.355950966477394,0.15454545454545454,0.15707070707070708,0.001
21,2.3398462533950806,2.351809784770012,0.17272727272727273,0.16161616161616163,0.001
22,2.3485454320907593,2.3611463457345963,0.17272727272727273,0.14747474747474748,0.001
23,2.3506397008895874,2.357253596186638,0.16818181818181818,0.14646464646464646,0.001
24,2.349480390548706,2.3493749499320984,0.16363636363636364,0.15555555555555556,0.001
25,2.3379472494125366,2.3535710871219635,0.17272727272727273,0.15757575757575756,0.001
26,2.343626856803894,2.3478759825229645,0.17727272727272728,0.15707070707070708,0.001
27,2.331034779548645,2.3487628996372223,0.17272727272727273,0.15505050505050505,0.001
28,2.337867856025696,2.352891832590103,0.17272727272727273,0.15555555555555556,0.001
29,2.3468180894851685,2.350283160805702,0.17272727272727273,0.1621212121212121,0.001
30,2.339349150657654,2.343342289328575,0.17272727272727273,0.17020202020202022,0.001
31,2.3286995887756348,2.3543998152017593,0.16818181818181818,0.15454545454545454,0.001
32,2.3397490978240967,2.3455226719379425,0.16363636363636364,0.16363636363636364,0.001
33,2.3271275758743286,2.343815788626671,0.17272727272727273,0.16717171717171717,0.001
34,2.3343145847320557,2.3495351523160934,0.17727272727272728,0.16313131313131313,0.001
35,2.340287685394287,2.346232756972313,0.18181818181818182,0.1595959595959596,0.001
36,2.3362358808517456,2.345319852232933,0.18181818181818182,0.16666666666666666,0.001
37,2.330862879753113,2.348372757434845,0.19090909090909092,0.17020202020202022,0.001
38,2.337664246559143,2.348439946770668,0.19545454545454546,0.17222222222222222,0.001
39,2.3310208320617676,2.3471709340810776,0.19090909090909092,0.16616161616161615,0.001
40,2.3381738662719727,2.3497136533260345,0.18636363636363637,0.16111111111111112,0.001
41,2.3439276218414307,2.3460631668567657,0.18181818181818182,0.1696969696969697,0.001
42,2.3322662115097046,2.3442973494529724,0.18636363636363637,0.1717171717171717,0.001
43,2.327811598777771,2.34727144241333,0.19545454545454546,0.16464646464646465,0.001
44,2.3306690454483032,2.348005026578903,0.17727272727272728,0.15858585858585858,0.001
