dataset,accuracy,peak accuracy,train time
50words,0.6747252747252748,0.6747252747252748,377.5247485637665
Cricket_X,0.6871794871794872,0.6871794871794872,421.97630524635315
FaceAll,0.7769230769230769,0.7769230769230769,401.0816764831543
FordA,0.6836989725076368,0.6836989725076368,2506.5987200737
NonInvasiveFatalECG_Thorax1,0.1282442748091603,0.1282442748091603,3532.395791530609
PhalangesOutlinesCorrect,0.5186480186480187,0.5186480186480187,476.6580140590668
StarLightCurves,0.9048081593006314,0.9048081593006314,7510.902008056641
SwedishLeaf,0.6624,0.6624,228.5554895401001
Two_Patterns,1.0,1.0,753.8453271389008
UWaveGestureLibraryAll,0.846175321049693,0.846175321049693,3690.696035385132
wafer,0.9930240103828682,0.9930240103828682,1117.889577627182
