epoch,train_loss,val_loss,train_acc,val_acc,lr
0,2.735567092895508,2.571805000305176,0.09600000083446503,0.15839999914169312,0.0009999201
1,2.5227315425872803,2.3633196353912354,0.17000000178813934,0.2879999876022339,0.0009995649
2,2.3452036380767822,2.2102887630462646,0.23199999332427979,0.31520000100135803,0.0009989257
3,2.206766128540039,2.0884289741516113,0.28600001335144043,0.30559998750686646,0.000998003
4,2.111417531967163,2.061840057373047,0.2840000092983246,0.30880001187324524,0.0009967972
5,1.995029330253601,1.9031763076782227,0.3059999942779541,0.328000009059906,0.0009953093
6,2.002962350845337,1.8273160457611084,0.2919999957084656,0.3440000116825104,0.00099354
7,1.9137980937957764,1.94618558883667,0.3440000116825104,0.3199999928474426,0.0009914908
8,1.9367797374725342,1.827333927154541,0.3199999928474426,0.3343999981880188,0.0009891626
9,1.907263159751892,1.7943443059921265,0.31200000643730164,0.3952000141143799,0.0009865571
10,1.8476237058639526,1.687488317489624,0.3400000035762787,0.3952000141143799,0.0009836757
11,1.789167046546936,1.70701265335083,0.35199999809265137,0.3968000113964081,0.0009805205
12,1.755422830581665,1.7530624866485596,0.38199999928474426,0.3840000033378601,0.0009770934
13,1.7909187078475952,1.631527304649353,0.3700000047683716,0.438400000333786,0.0009733964
14,1.6997936964035034,1.57590913772583,0.4099999964237213,0.46239998936653137,0.00096943206
15,1.7376506328582764,1.6469800472259521,0.37599998712539673,0.41280001401901245,0.0009652028
16,1.7001359462738037,1.703809142112732,0.41600000858306885,0.42399999499320984,0.0009607113
17,1.6759765148162842,1.503385305404663,0.4000000059604645,0.5055999755859375,0.0009559603
18,1.6017746925354004,1.6062769889831543,0.40400001406669617,0.41600000858306885,0.00095095293
19,1.6017329692840576,1.528898000717163,0.42800000309944153,0.5072000026702881,0.0009456924
20,1.526574730873108,1.4010810852050781,0.4519999921321869,0.47200000286102295,0.00094018184
21,1.508396029472351,1.426666259765625,0.44999998807907104,0.5072000026702881,0.00093442487
22,1.5073661804199219,1.251526117324829,0.44999998807907104,0.579200029373169,0.00092842506
23,1.3945331573486328,1.2360824346542358,0.5080000162124634,0.5712000131607056,0.00092218624
24,1.2698196172714233,1.1389225721359253,0.5580000281333923,0.6000000238418579,0.0009157124
25,1.307702660560608,1.2632689476013184,0.5460000038146973,0.5631999969482422,0.00090900745
26,1.2384756803512573,1.1763696670532227,0.5740000009536743,0.6176000237464905,0.0009020759
27,1.2663979530334473,1.0534226894378662,0.550000011920929,0.656000018119812,0.0008949219
28,1.2661603689193726,1.0955893993377686,0.527999997138977,0.6047999858856201,0.00088755006
29,1.1899322271347046,1.1107155084609985,0.5559999942779541,0.6272000074386597,0.00087996497
30,1.182926058769226,1.0263899564743042,0.5720000267028809,0.6543999910354614,0.0008721714
31,1.1350656747817993,0.9011620879173279,0.5860000252723694,0.6783999800682068,0.00086417445
32,1.1518603563308716,1.1941993236541748,0.5920000076293945,0.5776000022888184,0.00085597904
33,1.12409245967865,0.9743315577507019,0.5820000171661377,0.6335999965667725,0.0008475904
34,1.192908525466919,1.1394996643066406,0.5600000023841858,0.5600000023841858,0.0008390137
35,1.0479414463043213,0.9011598825454712,0.6140000224113464,0.6848000288009644,0.0008302545
36,1.0052632093429565,0.9874632954597473,0.6600000262260437,0.6240000128746033,0.00082131836
37,0.9951583743095398,0.8474076390266418,0.6320000290870667,0.6912000179290771,0.0008122108
38,1.0035496950149536,0.9424811601638794,0.6200000047683716,0.6384000182151794,0.00080293755
39,0.9798300862312317,0.8613395690917969,0.6200000047683716,0.6672000288963318,0.0007935046
40,0.8787152171134949,0.802954375743866,0.6940000057220459,0.7264000177383423,0.00078391784
41,0.9466817378997803,0.8723907470703125,0.6340000033378601,0.656000018119812,0.00077418325
42,0.8930543661117554,0.8764045834541321,0.6759999990463257,0.6704000234603882,0.00076430716
43,0.9013005495071411,0.7408532500267029,0.6399999856948853,0.7343999743461609,0.00075429573
44,0.8560966849327087,0.9685497283935547,0.671999990940094,0.6223999857902527,0.00074415526
45,0.8860976696014404,0.7627735137939453,0.6660000085830688,0.7296000123023987,0.0007338921
46,0.8359721302986145,0.8202551603317261,0.7020000219345093,0.7071999907493591,0.0007235128
47,0.8145245313644409,0.7184634804725647,0.7080000042915344,0.7519999742507935,0.0007130239
48,0.815352201461792,0.774681031703949,0.6959999799728394,0.7103999853134155,0.000702432
49,0.8477725386619568,0.8218093514442444,0.6919999718666077,0.7200000286102295,0.00069174386
50,0.8269230723381042,0.751872718334198,0.7099999785423279,0.7279999852180481,0.0006809663
51,0.7889791131019592,0.7475267648696899,0.6940000057220459,0.7296000123023987,0.00067010586
52,0.7769628763198853,0.7445496320724487,0.6959999799728394,0.7247999906539917,0.0006591696
53,0.8317787647247314,0.7168999314308167,0.6980000138282776,0.769599974155426,0.0006481645
54,0.7695556282997131,0.8009881973266602,0.7120000123977661,0.7152000069618225,0.0006370973
55,0.736727237701416,0.6650524735450745,0.7300000190734863,0.758400022983551,0.000625975
56,0.6677196621894836,0.687316358089447,0.7720000147819519,0.7487999796867371,0.0006148048
57,0.7142916917800903,0.6481055021286011,0.7400000095367432,0.7648000121116638,0.0006035937
58,0.7316532135009766,0.6691802144050598,0.7260000109672546,0.774399995803833,0.00059234875
59,0.7255648970603943,0.6349791288375854,0.7379999756813049,0.7904000282287598,0.000581077
60,0.7079134583473206,0.7538561820983887,0.7279999852180481,0.7328000068664551,0.0005697856
61,0.6582583785057068,0.6067721843719482,0.7519999742507935,0.7839999794960022,0.0005584818
62,0.6787012815475464,0.7276391386985779,0.7459999918937683,0.7631999850273132,0.00054717256
63,0.7096065878868103,0.6786131858825684,0.722000002861023,0.774399995803833,0.0005358651
64,0.6731414794921875,0.6549162864685059,0.7419999837875366,0.7663999795913696,0.0005245667
65,0.6497324109077454,0.7190399169921875,0.7559999823570251,0.7519999742507935,0.00051328423
66,0.6808107495307922,0.5857231616973877,0.765999972820282,0.7983999848365784,0.0005020249
67,0.625270426273346,0.6396263837814331,0.7699999809265137,0.7807999849319458,0.00049079594
68,0.6150120496749878,0.5838881134986877,0.7839999794960022,0.8032000064849854,0.00047960447
69,0.6361543536186218,0.6180267333984375,0.7699999809265137,0.774399995803833,0.00046845735
70,0.5911324620246887,0.6307827830314636,0.7960000038146973,0.769599974155426,0.00045736175
71,0.6598518490791321,0.7024889588356018,0.75,0.7311999797821045,0.00044632473
72,0.5829152464866638,0.5541890859603882,0.7860000133514404,0.8223999738693237,0.0004353531
73,0.6075918674468994,0.6893515586853027,0.7760000228881836,0.7712000012397766,0.00042445396
74,0.6174432635307312,0.577004611492157,0.777999997138977,0.8112000226974487,0.00041363406
75,0.6114187240600586,0.6352900862693787,0.7680000066757202,0.7856000065803528,0.00040290036
76,0.635198175907135,0.599675714969635,0.777999997138977,0.7919999957084656,0.0003922595
77,0.6331896781921387,0.5834235548973083,0.7440000176429749,0.795199990272522,0.0003817183
78,0.6224052906036377,0.6398580074310303,0.7739999890327454,0.774399995803833,0.00037128336
79,0.6145215034484863,0.6211211085319519,0.8019999861717224,0.7663999795913696,0.00036096142
80,0.583674967288971,0.5596268773078918,0.7820000052452087,0.8032000064849854,0.00035075875
81,0.5935500860214233,0.6722919940948486,0.7720000147819519,0.7552000284194946,0.00034068193
82,0.6018418073654175,0.6241880655288696,0.7860000133514404,0.7824000120162964,0.00033073736
83,0.5596861839294434,0.6791613698005676,0.7860000133514404,0.7519999742507935,0.0003209313
84,0.5632503628730774,0.6532940864562988,0.7860000133514404,0.7775999903678894,0.00031126995
85,0.5755667090415955,0.6154957413673401,0.7900000214576721,0.800000011920929,0.00030175928
86,0.5559911131858826,0.5530113577842712,0.7940000295639038,0.8095999956130981,0.0002924055
87,0.5905656218528748,0.5580136775970459,0.7720000147819519,0.8032000064849854,0.0002832144
88,0.5312306880950928,0.586319625377655,0.8159999847412109,0.7871999740600586,0.00027419176
89,0.5350750088691711,0.5801308751106262,0.800000011920929,0.7983999848365784,0.00026534332
90,0.561820387840271,0.6047683358192444,0.8080000281333923,0.7775999903678894,0.0002566748
91,0.5397948622703552,0.6557258367538452,0.7860000133514404,0.7519999742507935,0.00024819144
92,0.5203519463539124,0.5870183706283569,0.8140000104904175,0.7807999849319458,0.00023989876
93,0.5694223046302795,0.6066542267799377,0.7860000133514404,0.7936000227928162,0.00023180188
94,0.5395156741142273,0.6079376935958862,0.7739999890327454,0.7871999740600586,0.00022390606
95,0.5000653862953186,0.5575929880142212,0.8159999847412109,0.7983999848365784,0.00021621618
96,0.5302077531814575,0.5959796905517578,0.7940000295639038,0.7904000282287598,0.00020873708
97,0.4912223517894745,0.5720663070678711,0.8159999847412109,0.795199990272522,0.00020147352
98,0.5136391520500183,0.5889540314674377,0.8140000104904175,0.7904000282287598,0.00019443023
99,0.5014743208885193,0.619162917137146,0.8059999942779541,0.7839999794960022,0.00018761141
100,0.5349831581115723,0.5840877890586853,0.8100000023841858,0.8015999794006348,0.00018102152
101,0.4951265752315521,0.5967207551002502,0.8259999752044678,0.800000011920929,0.00017466472
102,0.5097866654396057,0.591946005821228,0.8140000104904175,0.7904000282287598,0.00016854488
103,0.5326765179634094,0.6239441633224487,0.8059999942779541,0.7839999794960022,0.00016266607
104,0.5329360961914062,0.685918390750885,0.8019999861717224,0.7472000122070312,0.00015703184
105,0.4963207542896271,0.5683515667915344,0.8080000281333923,0.8095999956130981,0.00015164586
106,0.5129887461662292,0.5586568117141724,0.8299999833106995,0.8032000064849854,0.00014651153
107,0.5088253617286682,0.5693042278289795,0.8159999847412109,0.7936000227928162,0.00014163197
108,0.5340908169746399,0.5712982416152954,0.800000011920929,0.795199990272522,0.00013701039
109,0.5147188901901245,0.6361836194992065,0.800000011920929,0.7455999851226807,0.00013264969
110,0.4824351966381073,0.6339976787567139,0.8360000252723694,0.7328000068664551,0.00012855254
111,0.4870319962501526,0.5700032114982605,0.8180000185966492,0.7856000065803528,0.00012472161
112,0.45085224509239197,0.5614158511161804,0.8379999995231628,0.7983999848365784,0.00012115925
113,0.5057767033576965,0.5948379039764404,0.800000011920929,0.77920001745224,0.000117867814
114,0.46395814418792725,0.6757079362869263,0.8320000171661377,0.7472000122070312,0.00011484933
115,0.559148371219635,0.6355274319648743,0.7919999957084656,0.774399995803833,0.00011210564
116,0.5101717114448547,0.5981990694999695,0.828000009059906,0.7839999794960022,0.000109638575
117,0.5245352983474731,0.5831543803215027,0.8220000267028809,0.7936000227928162,0.000107449654
118,0.4882902204990387,0.6464866995811462,0.8259999752044678,0.7487999796867371,0.000105540246
119,0.5177287459373474,0.6045362949371338,0.8100000023841858,0.7775999903678894,0.00010391155
120,0.49594777822494507,0.6031343936920166,0.8159999847412109,0.77920001745224,0.000102564656
121,0.4948006272315979,0.5616666674613953,0.8180000185966492,0.7983999848365784,0.00010150033
122,0.5002979636192322,0.5389835238456726,0.8140000104904175,0.800000011920929,0.00010071929
123,0.5270524024963379,0.5873385667800903,0.8199999928474426,0.77920001745224,0.00010022204
124,0.5059264898300171,0.701086163520813,0.8159999847412109,0.7120000123977661,0.00010000889
125,0.4676586091518402,0.572482705116272,0.8539999723434448,0.7871999740600586,0.0009999201
126,0.5532571077346802,0.672877848148346,0.7900000214576721,0.7296000123023987,0.0009995649
127,0.5852422118186951,0.6536498069763184,0.7879999876022339,0.7663999795913696,0.0009989257
128,0.572884738445282,0.6058470010757446,0.7860000133514404,0.7888000011444092,0.000998003
129,0.6471025943756104,0.9306870102882385,0.7419999837875366,0.6399999856948853,0.0009967972
130,0.6215452551841736,0.629528820514679,0.7360000014305115,0.7648000121116638,0.0009953093
131,0.619858980178833,0.8013343214988708,0.7760000228881836,0.6704000234603882,0.00099354
132,0.5915108919143677,0.668088972568512,0.7839999794960022,0.7839999794960022,0.0009914908
133,0.6033269166946411,0.7604045867919922,0.7699999809265137,0.7408000230789185,0.0009891626
134,0.5910734534263611,0.591131329536438,0.7799999713897705,0.8112000226974487,0.0009865571
135,0.6183223724365234,0.8280053734779358,0.7379999756813049,0.6991999745368958,0.0009836757
136,0.6769924163818359,0.7173781991004944,0.7459999918937683,0.6944000124931335,0.0009805205
137,0.6031166911125183,0.7856694459915161,0.7639999985694885,0.7247999906539917,0.0009770934
138,0.7187302112579346,0.6141303181648254,0.7179999947547913,0.7760000228881836,0.0009733964
139,0.6606908440589905,0.8932361602783203,0.7440000176429749,0.6607999801635742,0.00096943206
140,0.6337114572525024,0.70826655626297,0.7540000081062317,0.7264000177383423,0.0009652028
141,0.6106367111206055,0.7063459157943726,0.7699999809265137,0.7200000286102295,0.0009607113
142,0.6009200811386108,0.7095602750778198,0.777999997138977,0.7008000016212463,0.0009559603
143,0.5719782114028931,0.6390002369880676,0.7940000295639038,0.7599999904632568,0.00095095293
144,0.5304126143455505,0.5982310175895691,0.800000011920929,0.7360000014305115,0.0009456923
145,0.5417686104774475,0.6683861613273621,0.7839999794960022,0.7567999958992004,0.00094018184
146,0.5797873735427856,0.7480564713478088,0.777999997138977,0.7391999959945679,0.00093442487
147,0.6381945610046387,0.7625131011009216,0.7400000095367432,0.7120000123977661,0.00092842506
148,0.6421734094619751,0.66737961769104,0.7480000257492065,0.7712000012397766,0.00092218624
149,0.5945081114768982,0.6215564608573914,0.7879999876022339,0.8015999794006348,0.0009157124
150,0.5699256658554077,0.9552533030509949,0.765999972820282,0.5839999914169312,0.00090900745
151,0.649459958076477,0.5870708227157593,0.7739999890327454,0.7983999848365784,0.0009020758
152,0.5599933862686157,0.6253206729888916,0.7820000052452087,0.774399995803833,0.00089492195
153,0.5046675801277161,0.5527034401893616,0.8059999942779541,0.8064000010490417,0.00088755006
154,0.489386647939682,0.5642455816268921,0.8059999942779541,0.7839999794960022,0.0008799649
155,0.4811112582683563,0.6999388933181763,0.8180000185966492,0.7200000286102295,0.0008721714
156,0.5182217359542847,0.4837741255760193,0.7979999780654907,0.8271999955177307,0.00086417433
157,0.49883919954299927,0.7863129377365112,0.8040000200271606,0.6800000071525574,0.0008559789
158,0.4661818742752075,0.5453923940658569,0.8220000267028809,0.8047999739646912,0.0008475903
159,0.48030897974967957,0.604056715965271,0.8240000009536743,0.7871999740600586,0.0008390136
160,0.46643537282943726,0.6270180344581604,0.8259999752044678,0.77920001745224,0.0008302545
161,0.48452484607696533,0.6060763597488403,0.8240000009536743,0.7631999850273132,0.0008213183
162,0.47285550832748413,0.6909302473068237,0.8259999752044678,0.7024000287055969,0.00081221067
163,0.4809296727180481,0.5338408350944519,0.8080000281333923,0.8256000280380249,0.0008029375
164,0.48876237869262695,0.6172856688499451,0.8159999847412109,0.753600001335144,0.0007935045
165,0.4661257266998291,0.6579607725143433,0.8339999914169312,0.7648000121116638,0.0007839178
166,0.45307278633117676,0.4938303232192993,0.8119999766349792,0.8384000062942505,0.0007741832
167,0.4598821699619293,0.7407942414283752,0.8199999928474426,0.7039999961853027,0.00076430716
168,0.4199465215206146,0.5329310297966003,0.8640000224113464,0.8223999738693237,0.00075429573
