dataset,accuracy,peak accuracy,train time
50words,0.6087912087912087,0.6087912087912087,363.50904607772827
Cricket_X,0.46923076923076923,0.46923076923076923,384.2968487739563
FaceAll,0.7420118343195267,0.7420118343195267,421.6010191440582
FordA,0.5892807553457373,0.5892807553457373,2235.6072800159454
NonInvasiveFatalECG_Thorax1,0.756234096692112,0.756234096692112,3068.136280298233
PhalangesOutlinesCorrect,0.7983682983682984,0.7983682983682984,414.31534695625305
UWaveGestureLibraryAll,0.9154103852596315,0.9154103852596315,3180.848183631897
wafer,0.9925373134328358,0.9925373134328358,1047.6678938865662
Two_Patterns,0.99975,0.99975,734.0063307285309
SwedishLeaf,0.8048,0.8048,235.51188039779663
StarLightCurves,0.9667314230208839,0.9667314230208839,6435.283444643021
