epoch,train loss,val loss,train acc,val acc,lr
0,2.4881337881088257,2.4800381660461426,0.08205128205128205,0.08717948717948718,0.0009999911173852617
1,2.464856445789337,2.4775038361549377,0.12307692307692308,0.05384615384615385,0.0009999644698917172
2,2.4600324630737305,2.4757004380226135,0.08717948717948718,0.06666666666666667,0.000999920058571364
3,2.38093101978302,2.725158214569092,0.08974358974358974,0.09230769230769231,0.000999857885177485
4,2.459041118621826,2.4939520359039307,0.12051282051282051,0.08974358974358974,0.0009997779521645793
5,2.4996817111968994,2.4906105995178223,0.11794871794871795,0.09230769230769231,0.0009996802626882652
6,2.441541612148285,2.480507731437683,0.12051282051282051,0.08974358974358974,0.0009995648206051562
7,2.4460724592208862,2.477572023868561,0.12051282051282051,0.09230769230769231,0.000999431630472708
8,2.4561137557029724,2.4769251942634583,0.12307692307692308,0.10256410256410256,0.0009992806975490387
9,2.4453805088996887,2.4770166873931885,0.12307692307692308,0.10512820512820513,0.0009991120277927223
10,2.4278193712234497,2.4758940935134888,0.12307692307692308,0.1076923076923077,0.0009989256278625513
11,2.4685161113739014,2.4750775694847107,0.13846153846153847,0.1076923076923077,0.0009987215051172763
12,2.4193791151046753,2.4744219183921814,0.13846153846153847,0.10256410256410256,0.0009984996676153134
13,2.446144223213196,2.4777854681015015,0.14871794871794872,0.11282051282051282,0.0009982601241144277
14,2.393273890018463,2.4839611649513245,0.14358974358974358,0.12564102564102564,0.000998002884071386
15,2.4420082569122314,2.4910696744918823,0.14358974358974358,0.12564102564102564,0.000997727957641585
16,2.3881044387817383,2.5040085911750793,0.14358974358974358,0.13076923076923078,0.0009974353556786496
17,2.382689654827118,2.499554753303528,0.14871794871794872,0.13846153846153847,0.0009971250897340038
18,2.4645546078681946,2.4832679629325867,0.15128205128205127,0.14615384615384616,0.000996797172056416
19,2.424640715122223,2.469424307346344,0.15128205128205127,0.1282051282051282,0.000996451615591515
20,2.432153284549713,2.46982204914093,0.14358974358974358,0.13076923076923078,0.000996088433981278
21,2.4604464769363403,2.469443380832672,0.14102564102564102,0.14615384615384616,0.000995707641563493
22,2.445508122444153,2.470472574234009,0.13846153846153847,0.11282051282051282,0.000995309253371193
23,2.4309321641921997,2.468908369541168,0.14871794871794872,0.13333333333333333,0.0009948932851320611
24,2.449833631515503,2.466472089290619,0.16923076923076924,0.13076923076923078,0.000994459753267812
25,2.3819220662117004,2.4735159277915955,0.1641025641025641,0.13846153846153847,0.0009940086748935406
26,2.4639392495155334,2.4631922245025635,0.16666666666666666,0.11794871794871795,0.000993540067817049
27,2.4456266164779663,2.4637487530708313,0.15384615384615385,0.11794871794871795,0.0009930539505381424
28,2.4220678210258484,2.4601551294326782,0.14358974358974358,0.1076923076923077,0.0009925503422478982
29,2.4446797966957092,2.458241879940033,0.12307692307692308,0.10256410256410256,0.00099202926282791
30,2.4095454812049866,2.456036686897278,0.11538461538461539,0.10512820512820513,0.0009914907328495003
31,2.3950420022010803,2.455040156841278,0.12564102564102564,0.08205128205128205,0.000990934773572911
32,2.3528236746788025,2.4682042002677917,0.13846153846153847,0.11538461538461539,0.0009903614069464624
33,2.481563985347748,2.506400406360626,0.14871794871794872,0.12051282051282051,0.000989770655605687
34,2.3886647820472717,2.4812318682670593,0.1282051282051282,0.12051282051282051,0.0009891625428724363
35,2.385726034641266,2.4768155217170715,0.13846153846153847,0.08205128205128205,0.0009885370927539597
36,2.4094077348709106,2.4788613319396973,0.13333333333333333,0.1076923076923077,0.000987894329941957
37,2.3463218212127686,2.485067307949066,0.14102564102564102,0.11538461538461539,0.0009872342798116032
38,2.3544172644615173,2.498896837234497,0.15897435897435896,0.12051282051282051,0.0009865569684205475
39,2.3478708267211914,2.5096230506896973,0.1641025641025641,0.14102564102564102,0.000985862422507884
40,2.400002956390381,2.52383953332901,0.16666666666666666,0.13846153846153847,0.0009851506694930957
41,2.3494287729263306,2.511047601699829,0.16666666666666666,0.14102564102564102,0.0009844217374749733
42,2.401646912097931,2.486830472946167,0.1717948717948718,0.13846153846153847,0.0009836756552305044
43,2.382076680660248,2.4478564262390137,0.16666666666666666,0.12564102564102564,0.0009829124522137385
44,2.342275857925415,2.53510183095932,0.16153846153846155,0.12564102564102564,0.0009821321585546244
45,2.401112198829651,2.4466419219970703,0.16153846153846155,0.13846153846153847,0.0009813348050578192
46,2.442401647567749,2.4388986825942993,0.14615384615384616,0.13846153846153847,0.0009805204232014738
47,2.3853296637535095,2.4747000336647034,0.14615384615384616,0.12307692307692308,0.0009796890451359893
48,2.4292719960212708,2.4743027091026306,0.14615384615384616,0.12051282051282051,0.0009788407036827485
49,2.423534572124481,2.4970702528953552,0.15128205128205127,0.11794871794871795,0.0009779754323328191
