epoch,train loss,val loss,train acc,val acc,lr
0,0.720117524266243,0.5534571808118086,0.722,0.8111947547353084,0.0009999911173852617
1,0.5140796154737473,0.44732686464603133,0.788,0.8193297717338514,0.0009999644698917172
2,0.43529898673295975,0.45067646686847396,0.818,0.8176299174356484,0.000999920058571364
3,0.46727510541677475,0.5475892635492178,0.815,0.777804759592035,0.000999857885177485
4,0.49381257593631744,0.46565299859413734,0.788,0.8047595920349684,0.0009997779521645793
5,0.45418596640229225,0.4221425345310798,0.808,0.8240650801359883,0.0009996802626882652
6,0.43619484081864357,0.43848035794038037,0.817,0.8227294803302574,0.0009995648206051562
7,0.4258570894598961,0.4241047703302824,0.816,0.823943661971831,0.000999431630472708
8,0.4191603325307369,0.41658503413200376,0.815,0.8235794074793589,0.0009992806975490387
9,0.4085833951830864,0.412059230529345,0.817,0.8238222438076737,0.0009991120277927223
10,0.4103935845196247,0.40776542471005367,0.815,0.8217581350169986,0.0009989256278625513
11,0.4065794050693512,0.40457657529757574,0.812,0.8199368625546382,0.0009987215051172763
12,0.4091072641313076,0.4154153878872211,0.818,0.8209082078678971,0.0009984996676153134
13,0.40689505636692047,0.4012391168337602,0.808,0.8148372996600292,0.0009982601241144277
14,0.4124554358422756,0.4154298791518578,0.816,0.8240650801359883,0.000998002884071386
15,0.40513814613223076,0.4080776040370648,0.817,0.8212724623603691,0.000997727957641585
16,0.40661482512950897,0.41478441953659057,0.816,0.8209082078678971,0.0009974353556786496
17,0.4048391357064247,0.423729681968689,0.814,0.8209082078678971,0.0009971250897340038
18,0.4146261066198349,0.40295345508135283,0.816,0.8229723166585721,0.000996797172056416
19,0.3992542251944542,0.3986232679623824,0.812,0.8087663914521612,0.000996451615591515
20,0.4170912802219391,0.41545645365348227,0.821,0.8215152986886838,0.000996088433981278
21,0.394376739859581,0.40574697026839623,0.811,0.8245507527926178,0.000995707641563493
22,0.3961212672293186,0.39412720249249383,0.819,0.823943661971831,0.000995309253371193
23,0.39618363976478577,0.3950452703696031,0.816,0.8244293346284605,0.0009948932851320611
24,0.3943551257252693,0.40460411264346197,0.817,0.8199368625546382,0.000994459753267812
25,0.4061409458518028,0.406430918436784,0.788,0.8224866440019427,0.0009940086748935406
26,0.41207467019557953,0.4467914833472325,0.815,0.8194511898980087,0.000993540067817049
27,0.4219501204788685,0.4111741428191845,0.815,0.8229723166585721,0.0009930539505381424
28,0.41464587673544884,0.4156066665282616,0.816,0.823943661971831,0.0009925503422478982
29,0.4021718241274357,0.4013802074469053,0.819,0.8255220981058766,0.00099202926282791
30,0.39723604172468185,0.40115981101989745,0.815,0.8228508984944147,0.0009914907328495003
31,0.3886420242488384,0.4001730176118704,0.818,0.8235794074793589,0.000990934773572911
