dataset,accuracy,peak accuracy,train time
Crop,0.7391071428571429,0.7391071428571429,9937.704159498215
EOGHorizontalSignal,0.43370165745856354,0.43370165745856354,2794.6455993652344
ElectricDevices,0.7184541563999481,0.7184541563999481,11572.911617994308
FordB,0.7938271604938272,0.7938271604938272,9747.14873456955
Fungi,0.6559139784946236,0.6559139784946236,393.0354199409485
InsectEPGRegularTrain,1.0,1.0,686.8322148323059
InsectWingbeatSound,0.501010101010101,0.501010101010101,2013.3302175998688
MelbournePedestrian,0.9520295202952029,0.9520295202952029,1268.21111702919
NonInvasiveFetalECGThorax1,0.7908396946564885,0.7908396946564885,8940.80054116249
PigAirwayPressure,0.052884615384615384,0.052884615384615384,2024.6834983825684
Strawberry,0.981081081081081,0.981081081081081,1253.1229288578033
TwoPatterns,1.0,1.0,2782.5770564079285
UWaveGestureLibraryAll,0.6895589056393077,0.6895589056393077,9721.619668483734
Worms,0.5844155844155844,0.5844155844155844,1057.1316766738892
