dataset,accuracy,peak accuracy,train time
Crop,0.7209523809523809,0.7209523809523809,8045.437615156174
EOGHorizontalSignal,0.45027624309392267,0.45027624309392267,2865.991852760315
ElectricDevices,0.733367915964207,0.733367915964207,9937.752760887146
FordB,0.774074074074074,0.774074074074074,9508.792452096939
Fungi,0.6666666666666666,0.6666666666666666,351.5411355495453
InsectEPGRegularTrain,1.0,1.0,624.7073101997375
InsectWingbeatSound,0.48282828282828283,0.48282828282828283,1641.3657593727112
MelbournePedestrian,0.958179581795818,0.958179581795818,1144.2967383861542
NonInvasiveFetalECGThorax1,0.7241730279898219,0.7241730279898219,8702.751352787018
PigAirwayPressure,0.057692307692307696,0.057692307692307696,1932.7753212451935
Strawberry,0.9216216216216216,0.9216216216216216,1142.1761169433594
TwoPatterns,0.9985,0.9985,2543.2620301246643
UWaveGestureLibraryAll,0.7973199329983249,0.7973199329983249,9681.840203523636
Worms,0.5324675324675324,0.5324675324675324,980.0832784175873
