dataset,accuracy,peak accuracy,train time
50words,0.5626373626373626,0.5626373626373626,367.90474128723145
Cricket_X,0.47692307692307695,0.47692307692307695,407.58662700653076
FaceAll,0.727810650887574,0.727810650887574,389.1045072078705
FordA,0.9172452096639823,0.9172452096639823,2330.6279747486115
NonInvasiveFatalECG_Thorax1,0.7908396946564885,0.7908396946564885,3231.034869670868
PhalangesOutlinesCorrect,0.7843822843822844,0.7843822843822844,461.97745633125305
UWaveGestureLibraryAll,0.714963707426019,0.714963707426019,3322.4971764087677
wafer,0.9901038286826735,0.9901038286826735,1051.0598843097687
Two_Patterns,0.997,0.997,712.7602636814117
SwedishLeaf,0.8768,0.8768,217.4187970161438
StarLightCurves,0.9502185526954833,0.9502185526954833,6594.773912191391
