dataset,accuracy,train time
50words,0.29010989010989013,53.87729024887085
ChlorineConcentration,0.5666666666666667,155.72699427604675
Cricket_X,0.18974358974358974,55.31325364112854
Cricket_Y,0.2230769230769231,56.25992512702942
Cricket_Z,0.2230769230769231,56.302653789520264
ElectricDevices,0.7275320970042796,564.1435616016388
FordA,0.8736462093862816,410.18586778640747
FordB,0.7480748074807481,344.66646790504456
NonInvasiveFatalECG_Thorax1,0.4203562340966921,500.4300968647003
UWaveGestureLibraryAll,0.5737018425460636,574.3977770805359
