dataset,accuracy,train time
50words,0.2087912087912088,88.70234107971191
ChlorineConcentration,0.5734375,211.27791690826416
Cricket_X,0.24102564102564103,89.10329008102417
Cricket_Y,0.2512820512820513,89.60401558876038
Cricket_Z,0.19230769230769232,89.59658241271973
ElectricDevices,0.7511347425755415,721.5890147686005
FordA,0.9208553179672313,671.7713522911072
FordB,0.6633663366336634,559.7551915645599
NonInvasiveFatalECG_Thorax1,0.21628498727735368,896.3321928977966
UWaveGestureLibraryAll,0.6490787269681743,1011.9022481441498
