dataset,accuracy,train time
50words,0.3868131868131868,35.01515197753906
ChlorineConcentration,0.59921875,112.2328941822052
Cricket_X,0.23846153846153847,35.94116711616516
Cricket_Y,0.25384615384615383,36.655229330062866
Cricket_Z,0.23076923076923078,37.02405834197998
ElectricDevices,0.7106730644533783,472.75273609161377
FordA,0.6731463482366009,247.77905583381653
FordB,0.8256325632563256,209.89304327964783
NonInvasiveFatalECG_Thorax1,0.36844783715012724,304.82784605026245
UWaveGestureLibraryAll,0.5530429927414852,334.9878535270691
