dataset,accuracy,train time
50words,0.37142857142857144,28.299739122390747
ChlorineConcentration,0.7505208333333333,98.25179600715637
Cricket_X,0.6230769230769231,26.72199058532715
Cricket_Y,0.6615384615384615,26.72212815284729
Cricket_Z,0.6717948717948717,27.50854778289795
ElectricDevices,0.763454804824277,491.94070768356323
NonInvasiveFatalECG_Thorax1,0.5674300254452926,170.77035212516785
UWaveGestureLibraryAll,0.8263539921831379,206.00501036643982
WordsSynonyms,0.38087774294670845,27.118662118911743
