dataset,accuracy,train time
50words,0.13846153846153847,52.64690327644348
ChlorineConcentration,0.5325520833333334,148.6669340133667
Cricket_X,0.12051282051282051,53.5346405506134
Cricket_Y,0.17692307692307693,53.74270486831665
Cricket_Z,0.12051282051282051,54.691304445266724
ElectricDevices,0.4601219037738296,553.8803162574768
FordA,0.5312413218550402,400.0254101753235
FordB,0.5294279427942794,330.8224320411682
NonInvasiveFatalECG_Thorax1,0.050381679389312976,510.6477053165436
UWaveGestureLibraryAll,0.3213288665549972,591.2577395439148
