dataset,accuracy,train time
50words,0.21318681318681318,54.5462064743042
ChlorineConcentration,0.5666666666666667,150.49736762046814
Cricket_X,0.20512820512820512,53.81830024719238
Cricket_Y,0.20512820512820512,53.64285397529602
Cricket_Z,0.18205128205128204,54.06946516036987
ElectricDevices,0.7303851640513552,546.7548384666443
NonInvasiveFatalECG_Thorax1,0.14249363867684478,488.6740996837616
UWaveGestureLibraryAll,0.592964824120603,568.3170735836029
WordsSynonyms,0.2507836990595611,50.671796798706055
