dataset,accuracy,train time
50words,0.23076923076923078,53.10417413711548
ChlorineConcentration,0.5864583333333333,149.49705600738525
Cricket_X,0.18205128205128204,52.69471073150635
Cricket_Y,0.20512820512820512,53.03424119949341
Cricket_Z,0.1794871794871795,53.71830368041992
ElectricDevices,0.7176760472052911,541.271092414856
FordA,0.6906414884754235,390.80419993400574
FordB,0.7753025302530253,330.1190884113312
NonInvasiveFatalECG_Thorax1,0.4010178117048346,492.859530210495
UWaveGestureLibraryAll,0.525963149078727,569.0971808433533
