dataset,accuracy,train time
50words,0.7120879120879121,116.61885404586792
ChlorineConcentration,0.7888020833333333,255.40477848052979
Cricket_X,0.7794871794871795,118.23809933662415
Cricket_Y,0.8153846153846154,119.51372456550598
Cricket_Z,0.823076923076923,117.53668141365051
ElectricDevices,0.7608611075087537,880.8658773899078
NonInvasiveFatalECG_Thorax1,0.8010178117048347,1324.5697724819183
UWaveGestureLibraryAll,0.9718034617532105,1423.4859404563904
WordsSynonyms,0.5862068965517241,100.756103515625
